"pccode","casnum","pcname"
37801,78342,"Deltic"
37801,78342,"NCI-C00395"
37801,78342,"Navadel"
37801,78342,"ENT-22897"
37801,78342,"S,S-p-Dioxane-2,3-diyl O,O,O',O'-tetraethyl phosphorodithioate"
37901,86293,"Diphenylacetonitrile"
37901,86293,"Diphenatrile"
37901,86293,"Benzeneacetonitrile, .alpha.-phenyl-"
37901,86293,"Dipan"
38001,83590,"n-Propyl isome"
38001,83590,"Di-n-propyl 1,2,3,4-tetrahydro-3-methyl-6,7-(methylenedioxy)-1,2-naphthalenedicarboxylate"
38001,83590,"Di-n-propylmaleate isosafrole condensate"
38001,83590,"Naphtho?2,3-di-1,3-dioxole-5,6-dicarboxylic acid, 5,6,7,8-tetrahydro-7-methyl-, dipropyl ester"
38201,1836755,"Nip"
38201,1836755,"Nitrofen"
38201,1836755,"Nitrofen"
38201,1836755,"2,4-Dichlorophenyl p-nitrophenyl ether"
38201,1836755,"2,4-Dichloro-1-(4-nitrophenoxy)benzene"
38201,1836755,"Nitrofen"
38201,1836755,"TOK"
38201,1836755,"Niclofen"
38201,1836755,"Nitrofen"
38501,122394,"Diphenylamine (Not selected for InertFinder)"
38501,122394,"N-Phenylbenzenamine"
38501,122394,"DPA"
38501,122394,"ENT-781"
38501,122394,"Benzenamine, N-phenyl-"
38701,53537614,"SOK"
38701,53537614,"6-(and 2)-Chloro-3,4-xylyl methylcarbamate"
38701,53537614,"ENT-25736"
38701,53537614,"U-17004"
38701,53537614,"6-(and 2)-Chloro-3,4-dimethylphenyl N-methylcarbamate"
38701,53537614,"Carbamic acid, methyl-, 6(and 2)-chloro-3,4-dimethylphenyl-"
38701,8063852,"SOK"
38701,8063852,"6-(and 2)-Chloro-3,4-xylyl methylcarbamate"
38701,8063852,"ENT-25736"
38701,8063852,"U-17004"
38701,8063852,"6-(and 2)-Chloro-3,4-dimethylphenyl N-methylcarbamate"
38701,8063852,"Carbamic acid, methyl-, 6(and 2)-chloro-3,4-dimethylphenyl-"
38801,1918112,"H 9573"
38801,1918112,"Terbucarb"
38801,1918112,"Terbucarb"
38801,1918112,"Terbucarb"
38801,1918112,"2,6-Di-tert-butyl-p-tolyl methylcarbamate"
38801,1918112,"Phenol, 2,6-bis(1,1-dimethylethyl)-4-methyl-, methylcarbamate"
38801,1918112,"Hercules 9573"
38801,1918112,"Carbamic acid, methyl-, 2,6-di-tert-butyl-p-tolyl ester"
38801,1918112,"Azak"
38801,1918112,"Terbutol"
38801,1918112,"Dicar"
38801,1918112,"Terbutol"
38801,1918112,"Azar"
38801,1918112,"Carbamic acid, methyl-, 2,6-di-tert-butyl-p-tolyl ester"
38801,1918112,"Phenol, 2,6-bis(1,1-dimethylethyl)-4-methyl-, methylcarbamate"
38801,1918112,"Carbamic acid, methyl-, 2,6-di-tert-butyl-p-tolyl ester"
38901,145733,"3,6-Endoxohexahydrophthalic acid"
38901,145733,"7-Oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid"
38901,145733,"7-Oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid"
38901,145733,"7-Oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid"
38901,145733,"3,6-Endo-epoxy-1,2-cyclohexanedicarboxylic acid"
38901,145733,"Aquathol"
38901,145733,"Endothall"
38902,2536267,"TD 282"
38902,2536267,"Di(N,N-dimethyltridecylamine) endothall"
38902,2536267,"1-Tridecanamine, N,N-dimethyl-, 7-oxabicyclo?2.2.1heptane-2,3-dicarboxylate(2:1)"
38902,2536267,"7-Oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid, compd. with N,N-dimethyltridecylamine(1:2)"
38902,2536267,"7-Oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid, compd. with N,N-dimethyl-1-tridecanamine(1:2)"
38902,2536267,"1-Tridecanamine, N,N-dimethyl-, 7-oxabicyclo?2.2.1heptane-2,3-dicarboxylate(2:1)"
38902,2536267,"Endothall, di(N,N-dimethyltridecylamine) salt"
38902,2536267,"7-Oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid, compd. with N,N-dimethyltridecylamine(1:2)"
38903,129679,"Sodium endothall"
38903,129679,"3,6-Endoxohexahydrophthalic acid disodium salt"
38903,129679,"Disodium 3,6-endohexahydrophthalate"
38903,129679,"Endothall, disodium salt"
38903,129679,"Ripenthol"
38903,129679,"Disodium 3,6-endoxohexahydrophthalate"
38903,129679,"Disodium salt of 7-oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid"
38903,129679,"Disodium Endothall"
38903,129679,"Tri-Endothal"
38903,129679,"7-Oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid, disodium salt"
38903,129679,"Endothal-sodium"
38903,129679,"Disodium 7-oxabicyclo(2.2.1)heptane-2,3-dicarboxylate"
38903,129679,"Endothal weed killer"
38903,129679,"Disodium 3,6-epoxycyclohexane-1,2-dicarboxylate"
38903,129679,"Hydout"
38903,129679,"Niagrathal"
38904,2164070,"Aquathol Plus = 21.1% dipotassium endothall and 25.3 potassium silvex"
38904,2164070,"Endothal-dipotassium"
38904,2164070,"Herbicide 273"
38904,2164070,"Aquathol K"
38904,2164070,"Endothall, dipotassium salt"
38904,2164070,"Dipotassium endothall"
38904,2164070,"7-Oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid, dipotassium salt"
38904,2818168,"Aquathol Plus = 21.1% dipotassium endothall and 25.3 potassium silvex"
38904,2818168,"Endothal-dipotassium"
38904,2818168,"Herbicide 273"
38904,2818168,"Aquathol K"
38904,2818168,"Endothall, dipotassium salt"
38904,2818168,"Dipotassium endothall"
38904,2818168,"7-Oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid, dipotassium salt"
38905,66330889,"Endothall, mono(N,N,-dimethyl alkyl amine) salt"
38905,66330889,"7-Oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid, compd. with N,N-dimethylcocoamine (1:1)"
38905,66330889,"Bulab 6050"
38905,66330889,"Hydrothol 191"
38905,66330889,"Accelerate, component of(with 038907)"
38905,66330889,"Endothall, mono(N,N-dimethylcocoamine) salt"
38905,66330889,"Mono(N,N-dimethyl alkyl* amine) endothall *(as in fatty acids of coconut oil)"
38905,66330889,"Des-i-cate"
38905,66330889,"Hydrothol 191"
38906,2536278,"7-Oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid, compd. with N,N-dimethylenetridecylamine (1:1)"
38906,2536278,"7-Oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid, mono(N,N-dimethyltridecylamine) salt"
38906,2536278,"Mono(N,N-dimethyltridecylamine) endothall"
38906,2536278,"7-Oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid, compd. with N,N-dimethylenetridecylamine (1:1)"
38906,2536278,"1-Tridecanamine, N,N-dimethyl-, 7-oxabicyclo(2.2.2)heptane-2,3-dicarboxylate (1:1)"
38906,2536278,"7-Oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid, compd. with N,N-dimethyl-1-tridecaneamine (1:1)"
38906,2536278,"TD 283"
38906,2536278,"7-Oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid, compd. with N,N-dimethyl-1-tridecaneamine (1:1)"
38906,2536278,"Endothall, mono(N,N-dimethyltridecylamine) salt"
38908,17439940,"7-Oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid, diammonium salt"
38908,17439940,"7-Oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid, diammonium salt"
38908,17439940,"Diammonium endothall"
38908,17439940,"7-Oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid, diammonium salt"
38908,17439940,"Endothall, diammonium salt"
38909,26648011,"7-Oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid, compd. with N,N-dimethylethylamine"
38909,26648011,"tert-Butylamine endothall"
38909,26648011,"Des-i-cate(name no longer used for this cmpd.)"
38910,6385600,"endo-endo-precurser of Endothall, disodium salt"
38910,6385600,"7-Oxabicyclo(2.2.1)hept-5-ene-2,3-dicarboxylic acid, disodium salt, endo,endo-"
38910,6385600,"7-Oxabicyclo(2.2.1)hept-5-ene-2,3-dicarboxylic acid, disodium salt, endo,endo-"
38910,6385600,"Disodium endo,endo-Endothall"
38911,59985421,"endo-endo-precurser of Endothall, dipotassium salt"
38911,59985421,"7-Oxabicyclo(2.2.1)hept-5-ene-2,3-dicarboxylic acid, dipotassium salt, endo,endo-"
38911,59985421,"Dipotassium endo,endo-endothall"
38911,59985421,"7-Oxabicyclo(2.2.1)hept-5-ene-2,3-dicarboxylic acid, dipotassium salt, endo,endo-"
39001,95067,"Vegadex"
39001,95067,"Carbamodithioic acid, diethyl-, 2-chloro-2-propenyl ester"
39001,95067,"Sulfallate"
39001,95067,"Carbamic acid, diethyldithio-, 2-chloroallyl ester"
39001,95067,"CDEC"
39001,95067,"2-Chloroallyl diethyldithiocarbamate"
39001,95067,"CP 4742"
39002,137417,"Busan 881M, component of(with 063301)"
39002,137417,"Carbamic acid, methyldithio-, monopotassium salt"
39002,137417,"Metam potassium salt"
39002,137417,"Carbamodithioic acid, methyl-, monopotassium salt"
39002,137417,"Busan 881 (Use 3 code nos. 004205, 039002 and 063301)"
39002,137417,"Carbamodithioic acid, methyl-, monopotassium salt"
39002,137417,"Potassium N-methyldithiocarbamate"
39002,137417,"Metam-Potassium"
39003,137428,"Sodium methylcarbamodithioate"
39003,137428,"Methyldithiocarbamic acid, sodium salt"
39003,137428,"N-Methylaminomethanethionothiolic acid, sodium salt"
39003,137428,"Sodium N-methylaminodithioformate"
39003,137428,"Woodfume Vapam"
39003,137428,"N-Methylaminodithioformic acid, sodium salt"
39003,137428,"Sodium monomethyldithiocarbamate"
39003,137428,"Vapam"
39003,137428,"Carbamic acid, N-methyldithio-, monosodium salt"
39003,137428,"Karbation"
39003,137428,"Solasan 500"
39003,137428,"Sodium N-methylaminomethanethionothiolate"
39003,137428,"Carbam, sodium salt"
39003,137428,"SMDC"
39003,137428,"N-Methyldithiocarbamic acid, sodium salt"
39003,137428,"Sistan"
39003,137428,"Metam-fluid BASF"
39003,137428,"A7 Vapam"
39003,137428,"Metam-sodium"
39003,137428,"Carbamodithioic acid, methyl-, monosodium salt"
39003,137428,"Sodium metam"
39003,137428,"Sodium N-methyldithiocarbamate"
39003,137428,"Basamid-Fluid"
39003,137428,"Maposol"
39003,137428,"N-869"
39101,60004,"EDTA"
39101,60004,"(Ethylenedinitrilo)tetraacetic acid"
39101,60004,"Glycine, N,N'-1,2-ethanediylbis(N-(carboxymethyl)-"
39101,60004,"Ethylenediaminetetraacetic acid"
39101,60004,"Versene"
39101,60004,"Hampene"
39102,135375,"Disodium N-(2-hydroxyethyl)iminodiacetate"
39102,135375,"N-(2-Hydroxyethyl)iminodiacetic acid, disodium salt"
39102,135375,"Glycine, N-(carboxymethyl)-N-(2-hydroxyethyl)-, disodium salt"
39103,17421793,"Ethylenediaminetetraacetic acid, sodium salt"
39103,17421793,"Glycine, N,N'-1,2-ethanediylbis(N-(carboxymethyl)-, monosodium salt"
39103,17421793,"EDTA monosodium salt"
39103,17421793,"Sodium edetate"
39103,17421793,"Monosodium N,N'-1,2-ethanediyl(bis(N-(carboxymethyl)glycine)"
39103,17421793,"Ethylenediaminetetraacetic acid (EDTA), monosodium salt"
39104,93629,"Glycine, N-(carboxymethyl)-N-(2-hydroxyethyl)-"
39104,93629,"N-(2-Hydroxyethyl)iminodiacetic acid"
39105,12276016,"Ethylenediaminetetraacetic acid, copper salt"
39105,12276016,"EDTA, copper salt"
39105,12276016,"Copper (ethylenedinitrilo)tetraacetate"
39105,12276016,"Copper ethylenediaminetetraacetate"
39105,12276016,"Cuprate(2-), ((N,N'-1,2-ethanediylbis(N-(carboxymethyl)glycinato))(4-)-N,N',O,O',ON,ON')-, (OC-6-21)-"
39105,12276016,"(Ethylenedinitrilo)tetraacetic acid, copper salt"
39106,5064313,"Nitrilotriacetic acid, trisodium salt"
39106,5064313,"Glycine, N,N-bis(carboxymethyl)-, trisodium salt"
39106,5064313,"Trisodium nitrilotriacetate"
39106,5064313,"N,N-Bis(carboxymethyl)glycine, trisodium salt"
39106,5064313,"NTA, trisodium salt"
39107,64028,"Glycine, N,N'-1,2-ethanediylbis(N-(carboxymethyl)-, tetrasodium salt"
39107,64028,"EDTA, tetrasodium salt"
39107,64028,"Tetrasodium (ethylenedinitrilo)tetraacetate"
39107,64028,"Glycine, N,N'-1,2-ethanediylbis(N-(carboxymethyl)-, tetrasodium salt"
39107,64028,"Tetrasodium ethylenediaminetetraacetate"
39107,64028,"Ethylenediaminetetraacetic acid, tetrasodium salt"
39107,64028,"(Ethylenedinitrilo)tetraacetic acid, tetrasodium salt"
39107,64028,"EDTA tetrasodium salt"
39108,150390,"N-(Carboxymethyl)-N'-(2-hydroxyethyl)-N,N'-ethylenediglycine"
39108,150390,"(2-Hydroxyethyl)ethylenediaminetriacetic acid"
39108,150390,"Glycine, N-(2-(bis(carboxymethyl)amino)ethyl)-N-(2-hydroxyethyl)-"
39109,139899,"Trisodium (2-hydroxyethyl)ethylenediaminetriacetate"
39109,139899,"Trisodium Hedta; Versenol 120"
39109,139899,"Glycine, N-(2-(bis(carboxymethyl)amino)ethyl)-N-(2-hydroxyethyl)-, trisodium salt"
39109,139899,"N-(2-Hydroxyethyl)ethylenediaminetriacetic acid, trisodium salt"
39109,139899,"N-(Carboxymethyl)-N'-(2-hydroxyethyl)-N,N'-ethylenediglycine, trisodium salt"
39110,150389,"N,N'-1,2-Ethanediylbis(N-(carboxymethyl)glycine) trisodium salt"
39110,150389,"Glycine, N,N'-1,2-ethanediylbis(N-(carboxymethyl)-, trisodium salt"
39110,150389,"Trisodium ethylenediaminetetraacetate"
39110,150389,"Glycine, N,N'-1,2-ethanediylbis(N-(carboxymethyl)-, trisodium salt"
39110,150389,"Versene-9"
39110,150389,"(Ethylenedinitrilo)tetraacetic acid, trisodium salt"
39110,150389,"Ethylenediaminetetraacetic acid (EDTA), trisodium salt"
39110,150389,"Sequestrene Na3"
39110,150389,"EDTA trisodium salt"
39110,150389,"Trisodium edetate"
39111,53404516,"Monopotassium ethylenediaminetetraacetate"
39111,53404516,"Ethylenediaminetetraacetic acid (EDTA), potassium salt"
39111,53404516,"Glycine, N,N-1,2-ethanediylbis(N-(carboxymethyl)-, potassium salt"
39111,53404516,"Ethylenediaminetetraacetic acid, monopotassium salt"
39111,53404516,"Potassium ethylenediaminetetraacetate"
39111,53404516,"(Ethylenedinitrilo)tetraacetic acid, potassium salt"
39111,53404516,"EDTA momopotassium salt"
39111,7379273,"Monopotassium ethylenediaminetetraacetate"
39111,7379273,"Ethylenediaminetetraacetic acid (EDTA), potassium salt"
39111,7379273,"Glycine, N,N-1,2-ethanediylbis(N-(carboxymethyl)-, potassium salt"
39111,7379273,"Ethylenediaminetetraacetic acid, monopotassium salt"
39111,7379273,"Potassium ethylenediaminetetraacetate"
39111,7379273,"(Ethylenedinitrilo)tetraacetic acid, potassium salt"
39111,7379273,"EDTA momopotassium salt"
39112,53404527,"EDTA tetra(monoethanolamine) salt"
39112,53404527,"Ethylenediaminetetraacetic acid, tetra(monoethanolamine) salt"
39112,53404527,"Glycine, N,N'-1,2-ethanediylbis(N-(carboxymethyl)-, compd. with 2-aminoethanol (1:4)"
39112,53404527,"(Ethylenedinitrilo)tetraacetic acid, tetra(2-aminoethanol) salt"
39112,53404527,"Glycine, N,N'-1,2-ethanediylbis(N-(carboxymethyl)-, compd. with 2-aminoethanol (1:4)"
39112,53404527,"N,N'-1,2-Ethanediylbis(N-(carboxymethyl))glycine, compd. with 2-aminoethanol (1:4)"
39112,53404527,"Tetra(monoethanolamine) ethylenediaminetetraacetate"
39113,17572973,"Tripotassium ethylenediaminetetraacetate"
39113,17572973,"EDTA tripotassium salt"
39113,17572973,"N,N'-1,2-Ethanediylbis(N-(carboxymethyl)glycine) tripotassium salt"
39113,17572973,"Ethylenediaminetetraacetic acid (EDTA), tripotassium salt"
39113,17572973,"(Ethylenedinitrilo)tetraacetic acid, tripotassium salt"
39114,74988173,"Disodium di(2-hydroxyethyl)ethylenediaminediacetate"
39114,74988173,"Di(2-hydroxyethyl)ethylenediaminediacetic acid, disodium salt"
39114,74988173,"N,N'-1,2-Ethanediylbis(N-(2-hydroxyethyl)glycine) disodium salt"
39115,139333,"Disodium edetate"
39115,139333,"Versene disodium salt"
39115,139333,"(Ethylenedinitrilo)tetraacetic acid, disodium salt"
39115,139333,"N,N'-1,2-Ethanediylbis(N-(carboxymethyl)glycine) disodium salt"
39115,139333,"Ethylenediaminetetraacetic acid (EDTA), disodium salt"
39115,139333,"EDTA disodium salt"
39115,139333,"Disodium dihydrogen ethylenediaminetetraacetate"
39115,139333,"Glycine, N,N'-1,2-ethanediylbis(N-(carboxymethyl)-, disodium salt"
39115,139333,"Disodium ethylenediaminetetraacetate"
39115,139333,"Glycine, N,N'-1,2-ethanediylbis(N-(carboxymethyl)-, disodium salt"
39116,53404505,"N,N'-1,2-Ethanediylbis(N-(carboxymethyl)glycine), compd with 2-aminoethanol"
39116,53404505,"Ethylenediaminetetraacetic acid, ethanolamine salt (1:1)"
39116,53404505,"EDTA mono(monoethanolamine) salt"
39116,53404505,"N,N'-1,2-Ethanediylbis(N-(carboxymethyl)glycine), compd with 2-aminoethanol"
39116,53404505,"Ethanolamine ethylenediaminetetraacetate"
39116,53404505,"(Ethylenedinitrilo)tetraacetic acid, 2-aminoethanol salt"
39116,53404505,"Ethylenediaminetetraacetic acid, ethanolamine salt"
39116,63517715,"N,N'-1,2-Ethanediylbis(N-(carboxymethyl)glycine), compd with 2-aminoethanol"
39116,63517715,"Ethylenediaminetetraacetic acid, ethanolamine salt (1:1)"
39116,63517715,"EDTA mono(monoethanolamine) salt"
39116,63517715,"N,N'-1,2-Ethanediylbis(N-(carboxymethyl)glycine), compd with 2-aminoethanol"
39116,63517715,"Ethanolamine ethylenediaminetetraacetate"
39116,63517715,"(Ethylenedinitrilo)tetraacetic acid, 2-aminoethanol salt"
39116,63517715,"Ethylenediaminetetraacetic acid, ethanolamine salt"
39117,2554054,"(Ethylenedinitrilo)tetraacetic acid, ammonium salt"
39117,2554054,"Ammonium ethylenediaminetetraacetate"
39117,2554054,"EDTA ammonium salt"
39117,2554054,"Glycine, N,N'-1,2-ethanediylbis(N-(carboxymethyl)-, ammonium salt"
39117,2554054,"N,N'-1,2-Ethanediylbis(N-(carboxymethyl)glycine) ammonium salt"
39117,2554054,"Ethylenediaminetetraacetic acid, triammonium salt"
39117,2554054,"Ethylenediaminetetraacetic acid, monoammonium salt"
39117,2554054,"Ethylenediaminetetraacetic acid, ammonium salt"
39117,2554054,"Ethylenediaminetetraacetic acid, diammonium salt"
39117,7379262,"(Ethylenedinitrilo)tetraacetic acid, ammonium salt"
39117,7379262,"Ammonium ethylenediaminetetraacetate"
39117,7379262,"EDTA ammonium salt"
39117,7379262,"Glycine, N,N'-1,2-ethanediylbis(N-(carboxymethyl)-, ammonium salt"
39117,7379262,"N,N'-1,2-Ethanediylbis(N-(carboxymethyl)glycine) ammonium salt"
39117,7379262,"Ethylenediaminetetraacetic acid, triammonium salt"
39117,7379262,"Ethylenediaminetetraacetic acid, monoammonium salt"
39117,7379262,"Ethylenediaminetetraacetic acid, ammonium salt"
39117,7379262,"Ethylenediaminetetraacetic acid, diammonium salt"
39117,15934017,"(Ethylenedinitrilo)tetraacetic acid, ammonium salt"
39117,15934017,"Ammonium ethylenediaminetetraacetate"
39117,15934017,"EDTA ammonium salt"
39117,15934017,"Glycine, N,N'-1,2-ethanediylbis(N-(carboxymethyl)-, ammonium salt"
39117,15934017,"N,N'-1,2-Ethanediylbis(N-(carboxymethyl)glycine) ammonium salt"
39117,15934017,"Ethylenediaminetetraacetic acid, triammonium salt"
39117,15934017,"Ethylenediaminetetraacetic acid, monoammonium salt"
39117,15934017,"Ethylenediaminetetraacetic acid, ammonium salt"
39117,15934017,"Ethylenediaminetetraacetic acid, diammonium salt"
39117,20824560,"(Ethylenedinitrilo)tetraacetic acid, ammonium salt"
39117,20824560,"Ammonium ethylenediaminetetraacetate"
39117,20824560,"EDTA ammonium salt"
39117,20824560,"Glycine, N,N'-1,2-ethanediylbis(N-(carboxymethyl)-, ammonium salt"
39117,20824560,"N,N'-1,2-Ethanediylbis(N-(carboxymethyl)glycine) ammonium salt"
39117,20824560,"Ethylenediaminetetraacetic acid, triammonium salt"
39117,20824560,"Ethylenediaminetetraacetic acid, monoammonium salt"
39117,20824560,"Ethylenediaminetetraacetic acid, ammonium salt"
39117,20824560,"Ethylenediaminetetraacetic acid, diammonium salt"
39118,5964352,"Tetrapotassium ethylenediaminetetraacetate"
39118,5964352,"Ethylenediaminetetraacetic acid, tetrapotassium salt"
39118,5964352,"Glycine, N,N'-1,2-ethanediylbis(N-(carboxymethyl)-, tetrapotassium salt"
39118,5964352,"N,N'-1,2-Ethanediylbis(N-(carboxymethyl)glycine) tetrapotassium salt"
39118,5964352,"Ethylenediaminetetraacetic acid (EDTA) tetrapotassium salt"
39118,5964352,"Glycine, N,N'-1,2-ethanediylbis(N-(carboxymethyl)-, tetrapotassium salt"
39118,5964352,"(Ethylenedinitrilo)tetraacetic acid, tetrapotassium salt"
39120,140012,"Pentasodium diethylenetriaminepentaacetate"
39120,140012,"Diethylenetriaminepentaacetic acid, pentasodium salt"
39120,140012,"Detarex PY"
39120,140012,"Glycine, N,N-bis(2-(bis(carboxymethyl)amino)ethyl)-, pentasodium salt"
39120,140012,"(((Carboxymethyl)imino)bis(ethylenenitrilo))tetraacetic acid, pentasodium salt"
39120,140012,"Kiresuto P"
39120,140012,"Glycine, N,N-bis(2-(bis(carboxymethyl)amino)ethyl)-, pentasodium salt"
39120,140012,"N,N-Bis(2-(bis(carboxymethyl)amino)ethyl)glycine pentasodium salt"
39120,140012,"Glycine, N,N-bis(2-(bis(carboxymethyl)amino)ethyl)-, pentasodium salt"
39120,140012,"Penthanil"
39120,140012,"Versenex 80"
39120,140012,"Syntron C"
39120,140012,"Sodium diethylenetriaminepentaacetate"
39120,140012,"Diethylenetriaminepentaacetic acid, sodium salt"
39120,140012,"Acetic acid, ((carboxymethylimino)bis(ethylenenitrilo))tetra-, pentasodium salt"
39120,140012,"Pentasodium pentetate"
39120,140012,"Chel 330"
39120,140012,"Plexene D"
39120,140012,"(Diethylenetrinitrilo)pentaacetic acid, pentasodium salt"
39120,140012,"Perma Kleer 140"
39120,140012,"Hamp-ex 80"
39120,140012,"Pentasodium DTPA"
39120,7578430,"Pentasodium diethylenetriaminepentaacetate"
39120,7578430,"Diethylenetriaminepentaacetic acid, pentasodium salt"
39120,7578430,"Detarex PY"
39120,7578430,"Glycine, N,N-bis(2-(bis(carboxymethyl)amino)ethyl)-, pentasodium salt"
39120,7578430,"(((Carboxymethyl)imino)bis(ethylenenitrilo))tetraacetic acid, pentasodium salt"
39120,7578430,"Kiresuto P"
39120,7578430,"Glycine, N,N-bis(2-(bis(carboxymethyl)amino)ethyl)-, pentasodium salt"
39120,7578430,"N,N-Bis(2-(bis(carboxymethyl)amino)ethyl)glycine pentasodium salt"
39120,7578430,"Glycine, N,N-bis(2-(bis(carboxymethyl)amino)ethyl)-, pentasodium salt"
39120,7578430,"Penthanil"
39120,7578430,"Versenex 80"
39120,7578430,"Syntron C"
39120,7578430,"Sodium diethylenetriaminepentaacetate"
39120,7578430,"Diethylenetriaminepentaacetic acid, sodium salt"
39120,7578430,"Acetic acid, ((carboxymethylimino)bis(ethylenenitrilo))tetra-, pentasodium salt"
39120,7578430,"Pentasodium pentetate"
39120,7578430,"Chel 330"
39120,7578430,"Plexene D"
39120,7578430,"(Diethylenetrinitrilo)pentaacetic acid, pentasodium salt"
39120,7578430,"Perma Kleer 140"
39120,7578430,"Hamp-ex 80"
39120,7578430,"Pentasodium DTPA"
39121,53404549,"N-(2-Hydroxyethyl)ethylenediaminetriacetic acid, sodium salt"
39121,53404549,"Hydroxyethylethylenediaminetriacetic acid, sodium salt"
39121,53404549,"Glycine, N,N'-(1-hydroxy-1,2-ethanediyl)bis(N-(carboxymethyl)-, monosodium salt"
39121,53404549,"N-(Carboxymethyl)-N'-(2-hydroxyethyl)-N,N'-ethylenediglycine, sodium salt"
39121,53404549,"Glycine, N,N'-(1-hydroxy-1,2-ethanediyl)bis(N-(carboxymethyl)-, monosodium salt"
39121,53404549,"Sodium N-(2-hydroxyethyl)ethylenediaminetriacetate"
39122,17123432,"Sodium dihydroxyethylglycine"
39122,17123432,"Glycine, N,N-bsi(2-hydroxyethyl)-, sodium salt"
39122,17123432,"Monosodium dihydroxyethylglycine"
39122,17123432,"Glycine, N,N-bsi(2-hydroxyethyl)-, sodium salt"
39122,17123432,"Glycine, N,N-bsi(2-hydroxyethyl)-, sodium salt"
39122,17123432,"Glycine, N,N-bsi(2-hydroxyethyl)-, sodium salt"
39122,17123432,"N,N-Bis(2-hydroxyethyl)glycine, sodium salt"
39122,17123432,"N,N-Bis(2-hydroxyethyl)glycine, monosodium salt"
39122,139413,"Sodium dihydroxyethylglycine"
39122,139413,"Glycine, N,N-bsi(2-hydroxyethyl)-, sodium salt"
39122,139413,"Monosodium dihydroxyethylglycine"
39122,139413,"Glycine, N,N-bsi(2-hydroxyethyl)-, sodium salt"
39122,139413,"Glycine, N,N-bsi(2-hydroxyethyl)-, sodium salt"
39122,139413,"Glycine, N,N-bsi(2-hydroxyethyl)-, sodium salt"
39122,139413,"N,N-Bis(2-hydroxyethyl)glycine, sodium salt"
39122,139413,"N,N-Bis(2-hydroxyethyl)glycine, monosodium salt"
39123,38011255,"N,N'-1,2-Ethanediylbis(glycine) disodium salt"
39123,38011255,"Ethylenediaminediacetic acid, disodium salt"
39123,38011255,"Disodium ethylenediaminediacetate"
39123,38011255,"(Ethylenedinitrilo)diacetic acid, disodium salt"
39201,2385855,"1,3,4-Metheno-1H-cyclobuta(cd)pentalene, 1,1a,2,2,3,3a,4,5,5,5a,5b,6-dodecachlorooctahydro-"
39201,2385855,"Dechlorane"
39201,2385855,"Mirex"
39201,2385855,"Ferriamicide"
39201,2385855,"ENT-25719"
39201,2385855,"1,3,4-Metheno-1H-cyclobuta(cd)pentalene, 1,1a,2,2,3,3a,4,5,5,5a,5b,6-dodecachlorooctahydro-"
39201,2385855,"1,3-Cyclopentadiene, 1,2,3,4,5,5-hexachloro-, dimer"
39201,2385855,"Perchloropentacyclo(5.2.1.02,6.03,9.05,8)decane"
39201,2385855,"Mirex"
39201,2385855,"Dodecachlorooctahydro-1,3,4-metheno-1H-cyclobuta(cd)pentalene"
39201,2385855,"1,3,4-Metheno-1H-cyclobuta(cd)pentalene, 1,1a,2,2,3,3a,4,5,5,5a,5b,6-dodecachlorooctahydro-"
39301,7491205,"Lactic acid, compd. with dodecylamine(1:1)"
39301,7491205,"Dodecylamine lactate"
39301,7491205,"2-Hydroxypropanoic acid, compd. with 1-dodecanamine(1:1)"
39301,7491205,"Lactic acid, compd. with dodecylamine(1:1)"
39302,7491216,"Salicylic acid with dodecylamine"
39302,7491216,"Dodecylamine salicylate"
39302,7491216,"Benzoic acid, 2-hydroxy-, compd. with 1-dodecanamine (1:1)"
39302,7491216,"Benzoic acid, 2-hydroxy-, compd. with 1-dodecanamine (1:1)"
39303,1920054,"Penar"
39303,1920054,"1-Dodecanamine, N,N-dimethyl-, acetate"
39303,1920054,"Penar"
39303,1920054,"N,N-Dimethyldodecylamine acetate"
39303,1920054,"N,N-Dimethyldodecylammonium acetate"
39303,1920054,"1-Dodecanamine, N,N-dimethyl-, acetate"
39501,492808,"Auramine"
39501,492808,"Benzenamine, 4,4'-carbonimidoylbis(N,N-dimethyl-"
39501,492808,"4,4'-Carbonoimidoylbis(N,N-dimethylbenzenamine)"
