"pccode","casnum","pcname"
128819,68157608,"CN-11-3183                                                                                                                                                                                                                                                   "
128819,68157608,"N-(2-Chloro-4-pyridinyl)-N'-phenylurea                                                                                                                                                                                                                       "
128819,68157608,"Forchlorfenuron                                                                                                                                                                                                                                              "
128819,68157608,"N-Phenyl-N'-(2-chloro-4-pyridyl)urea                                                                                                                                                                                                                         "
128819,68157608,"Urea, N-(2-chloro-4-pyridinyl)-N'-phenyl-                                                                                                                                                                                                                    "
128819,68157608,"Urea, N-(2-chloro-4-pyridinyl)-N'-phenyl-                                                                                                                                                                                                                    "
128819,68157608,"1-(2-Chloro-4-pyridyl)-3-phenylurea                                                                                                                                                                                                                          "
128819,68157608,"SKW 20010                                                                                                                                                                                                                                                    "
128819,68157608,"CPPU                                                                                                                                                                                                                                                         "
128819,68157608,"KT 30 (plant growth regulator)                                                                                                                                                                                                                               "
128820,83055996,"Methyl  2-[(4,6-dimethoxypyrimidin-2-yl) ureidosulfonylmethyl]benzoate                                                                                                                                                                                       "
128820,83055996,"DPX-F 5384                                                                                                                                                                                                                                                   "
128820,83055996,"2-((((((4,6-Dimethoxy-2-pyrimidinyl)amino)carbonyl)amino)sulfonyl)methyl)benzoic acid, methyl ester                                                                                                                                                          "
128820,83055996,"Bensulfuron-methyl                                                                                                                                                                                                                                           "
128820,83055996,"Benzoic acid,   2-[[[[[(4,6-dimethoxy-2-pyrimidinyl)amino]carbonyl]amino]sulfonyl]methyl]-methyl ester                                                                                                                                                       "
128820,83055996,"F  5384                                                                                                                                                                                                                                                      "
128820,83055996,"Londax                                                                                                                                                                                                                                                       "
128820,83055996,"Bensulfuron-methyl                                                                                                                                                                                                                                           "
128820,83055996,"DPX  84                                                                                                                                                                                                                                                      "
128821,81334341,"2-(4,5-Dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-3-pyridine carboxylic acid                                                                                                                                                                 "
128821,81334341,"AC 243,997                                                                                                                                                                                                                                                   "
128821,81334341,"Imazapyr                                                                                                                                                                                                                                                     "
128821,81334341,"2-(4-Isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)-nicotinic acid                                                                                                                                                                                              "
128821,81334341,"Arsenal                                                                                                                                                                                                                                                      "
128821,81334341,"2-(4-Isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)-nicotinic acid                                                                                                                                                                                              "
128821,81334341,"Nicotinic acid, 2-(4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)                                                                                                                                                                                             "
128821,81334341,"CL 243997                                                                                                                                                                                                                                                    "
128822,66841256,"Use code no. 121501                                                                                                                                                                                                                                          "
128823,66063056,"Monceren                                                                                                                                                                                                                                                     "
128823,66063056,"N-[(4-Chlorophenyl)-methyl]-N-cyclopentyl-N'-phenylurea                                                                                                                                                                                                      "
128823,66063056,"Pencycuron                                                                                                                                                                                                                                                   "
128823,66063056,"Pencycuron                                                                                                                                                                                                                                                   "
128823,66063056,"Urea, N-((4-chlorophenyl)methyl)-N-cyclopentyl-N'-phenyl-                                                                                                                                                                                                    "
128823,66063056,"Urea, N-((4-chlorophenyl)methyl)-N-cyclopentyl-N'-phenyl-                                                                                                                                                                                                    "
128823,66063056,"BAY NTN 19701                                                                                                                                                                                                                                                "
128823,66063056,"Pencycuron                                                                                                                                                                                                                                                   "
128824,81741288,"Tri-n-butyl tetradecyl phosphonium chloride                                                                                                                                                                                                                  "
128825,83322025,"FMC 54800 Technical                                                                                                                                                                                                                                          "
128825,83322025,"Capture                                                                                                                                                                                                                                                      "
128825,83322025,"Brigade                                                                                                                                                                                                                                                      "
128825,83322025,"Bifenthrin  (trans isomer,                                                                                                                                                                                                                                   "
128825,83322025,"Cyclopropanecarboxylic acid, 3-(2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethyl-, (2-methyl{1,1'-biphenyl}-3-yl)methyl ester, {1.alpha.,3.alpha.(Z)}-(.+-.)-                                                                                               "
128825,83322025,"(2-Methyl{1,1'-biphenyl}-3-yl)methyl 3-(2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate, {1.alpha.,3.alpha.(Z)}-(.+-.)-                                                                                                             "
128825,83322025,"Biphenthrin                                                                                                                                                                                                                                                  "
128825,83322025,"FMC 54800                                                                                                                                                                                                                                                    "
128825,83322025,"(**)-(2-Methyl{1,1'-biphenyl}-3-yl)methyl 3-(2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate  (**)=cis and trans                                                                                                                    "
128825,83322025,"Bifenthrin                                                                                                                                                                                                                                                   "
128825,83322025,"Cyclopropanecarboxylic acid, 3-(2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethyl-, (2-methyl{1,1'-biphenyl}-3-yl)methyl ester, {1.alpha.,3.alpha.(Z)}-(.+-.)-                                                                                               "
128825,83322025,"3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid, (2-methyl{1,1'-bipiphenyl}-3-yl)methyl ester, {1.alpha.,3.alpha.(Z)}-(.+-)-                                                                                                 "
128825,83322025,"Biflex                                                                                                                                                                                                                                                       "
128825,83322025,"Cyclopropanecarboxylic acid, 3-(2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethyl-, (2-methyl{1,1'-biphenyl}-3-yl)methyl ester, trans-                                                                                                                       "
128825,83322025,"Cyclopropanecarboxylic acid, 3-(2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethyl-, (2-methyl{1,1'-biphenyl}-3-yl)methyl ester, trans-                                                                                                                       "
128825,83322025,"Talstar                                                                                                                                                                                                                                                      "
128825,82657043,"FMC 54800 Technical                                                                                                                                                                                                                                          "
128825,82657043,"Capture                                                                                                                                                                                                                                                      "
128825,82657043,"Brigade                                                                                                                                                                                                                                                      "
128825,82657043,"Bifenthrin  (trans isomer,                                                                                                                                                                                                                                   "
128825,82657043,"Cyclopropanecarboxylic acid, 3-(2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethyl-, (2-methyl{1,1'-biphenyl}-3-yl)methyl ester, {1.alpha.,3.alpha.(Z)}-(.+-.)-                                                                                               "
128825,82657043,"(2-Methyl{1,1'-biphenyl}-3-yl)methyl 3-(2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate, {1.alpha.,3.alpha.(Z)}-(.+-.)-                                                                                                             "
128825,82657043,"Biphenthrin                                                                                                                                                                                                                                                  "
128825,82657043,"FMC 54800                                                                                                                                                                                                                                                    "
128825,82657043,"(**)-(2-Methyl{1,1'-biphenyl}-3-yl)methyl 3-(2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate  (**)=cis and trans                                                                                                                    "
128825,82657043,"Bifenthrin                                                                                                                                                                                                                                                   "
128825,82657043,"Cyclopropanecarboxylic acid, 3-(2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethyl-, (2-methyl{1,1'-biphenyl}-3-yl)methyl ester, {1.alpha.,3.alpha.(Z)}-(.+-.)-                                                                                               "
128825,82657043,"3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid, (2-methyl{1,1'-bipiphenyl}-3-yl)methyl ester, {1.alpha.,3.alpha.(Z)}-(.+-)-                                                                                                 "
128825,82657043,"Biflex                                                                                                                                                                                                                                                       "
128825,82657043,"Cyclopropanecarboxylic acid, 3-(2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethyl-, (2-methyl{1,1'-biphenyl}-3-yl)methyl ester, trans-                                                                                                                       "
128825,82657043,"Cyclopropanecarboxylic acid, 3-(2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethyl-, (2-methyl{1,1'-biphenyl}-3-yl)methyl ester, trans-                                                                                                                       "
128825,82657043,"Talstar                                                                                                                                                                                                                                                      "
128826,89415872,"Hydantoin, 1,3-dichloro-5-ethyl-5-methyl-                                                                                                                                                                                                                    "
128826,89415872,"2,4-Imidazolidinedione, 1,3-dichloro-5-ethyl-5-methyl-                                                                                                                                                                                                       "
128826,89415872,"1,3-Dichloro-5-ethyl-5-methylhydantoin                                                                                                                                                                                                                       "
128827,8000780,"Garlic oil                                                                                                                                                                                                                                                   "
128827,8000780,"Garlic powder                                                                                                                                                                                                                                                "
128827,8000780,"Oils, garlic                                                                                                                                                                                                                                                 "
128827,8000780,"Allium sativum                                                                                                                                                                                                                                               "
128828,1424482,"Acrylonitrile, 3-(p-tolylsulfonyl)-                                                                                                                                                                                                                          "
128828,1424482,"Acrylonitrile, 3-(p-tolylsulfonyl)-                                                                                                                                                                                                                          "
128828,1424482,"Acrylonitrile, 3-(p-tolylsulfonyl)-                                                                                                                                                                                                                          "
128828,1424482,"3-((4-Methylphenyl)sulfonyl)-2-propenenitrile                                                                                                                                                                                                                "
128828,1424482,"beta-(Cyanovinyl)-p-tolylsulfone                                                                                                                                                                                                                             "
128828,1424482,"R 32104                                                                                                                                                                                                                                                      "
128828,1424482,"2-Propenenitrile, 3-((4-methylphenyl)sulfonyl)-                                                                                                                                                                                                              "
128828,1424482,"3-(p-Tolylsulfonyl)acrylonitrile                                                                                                                                                                                                                             "
128829,81510830,"2-(4-Isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)nicotinic acid with isopropylamine (1:1)                                                                                                                                                                     "
128829,81510830,"Imazapyr, isopropylamine salt                                                                                                                                                                                                                                "
128829,81510830,"2-(4,5-Dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-3-pyridinecarboxylic acid with 2-propanamine (1:1)                                                                                                                                         "
128829,81510830,"CL 252,925                                                                                                                                                                                                                                                   "
128829,81510830,"2-(4-Isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)nicotinic acid with isopropylamine (1:1)                                                                                                                                                                     "
128829,81510830,"Arsenal Herbicide                                                                                                                                                                                                                                            "
128829,81510830,"AC 252,925                                                                                                                                                                                                                                                   "
128830,36476785,"Azetidine-3-carboxylic acid                                                                                                                                                                                                                                  "
128830,36476785,"3-Carboxyazetidine                                                                                                                                                                                                                                           "
128830,36476785,"SD 84811                                                                                                                                                                                                                                                     "
128831,68359375,"Cyfoxylate                                                                                                                                                                                                                                                   "
128831,68359375,"Cyano(4-fluoro-3-phenoxyphenyl)methyl  3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropanecarboxylate                                                                                                                                                           "
128831,68359375,"BAY FCR 1272                                                                                                                                                                                                                                                 "
128831,68359375,"Baythroid H                                                                                                                                                                                                                                                  "
128831,68359375,"Baythroid                                                                                                                                                                                                                                                    "
128831,68359375,"Cyclopropanecarboxylic acid, 3-(2,2-dichloroethenyl)-2,2-dimethyl-, cyano(4-fluoro-3-phenoxyphenyl)methyl ester                                                                                                                                              "
128831,68359375,"FCR 1272                                                                                                                                                                                                                                                     "
128831,68359375,"Cyfluthrin                                                                                                                                                                                                                                                   "
128831,68359375,"BAY-V1 1704                                                                                                                                                                                                                                                  "
128831,68359375,"Solfac                                                                                                                                                                                                                                                       "
128831,68359375,"Tempo                                                                                                                                                                                                                                                        "
128831,68359375,"Eulan SP                                                                                                                                                                                                                                                     "
128831,68359375,"Baythroid Technical                                                                                                                                                                                                                                          "
128832,92623864,"N-Carboxymethylhexamethylenetetramine chloride, sodium salt                                                                                                                                                                                                  "
128832,92623864,"1-Carboxymethyl-3,5,7-triaza-1-azoniaadamantane chloride, sodium salt                                                                                                                                                                                        "
128832,92623864,"1-(Carboxymethyl)-3,5,7-triaza-1-azoniaadamantane chloride, sodium salt                                                                                                                                                                                      "
128832,92623864,"Sodium salt of 1-carboxymethyl-3,5,7-triaza-1-azoniatricyclodecane chloride                                                                                                                                                                                  "
128832,92623864,"Acetic acid, chloro-, compd. with hexamethylenetetramine                                                                                                                                                                                                     "
128832,92623864,"1-Carboxymethyl-3,5,7-triaza-1-azoniatricyclo(3.3.1.1(superscript3,7))decane chloride, sodium salt                                                                                                                                                           "
128832,71134275,"N-Carboxymethylhexamethylenetetramine chloride, sodium salt                                                                                                                                                                                                  "
128832,71134275,"1-Carboxymethyl-3,5,7-triaza-1-azoniaadamantane chloride, sodium salt                                                                                                                                                                                        "
128832,71134275,"1-(Carboxymethyl)-3,5,7-triaza-1-azoniaadamantane chloride, sodium salt                                                                                                                                                                                      "
128832,71134275,"Sodium salt of 1-carboxymethyl-3,5,7-triaza-1-azoniatricyclodecane chloride                                                                                                                                                                                  "
128832,71134275,"Acetic acid, chloro-, compd. with hexamethylenetetramine                                                                                                                                                                                                     "
128832,71134275,"1-Carboxymethyl-3,5,7-triaza-1-azoniatricyclo(3.3.1.1(superscript3,7))decane chloride, sodium salt                                                                                                                                                           "
128834,55512339,"6-Chloro-3-phenylpridazin-4-yl-S-octyl-thiocarbonate                                                                                                                                                                                                         "
128834,55512339,"CL 11.344                                                                                                                                                                                                                                                    "
128834,55512339,"O-(6-Chloro-3-phenyl-4-pyridazinyl) S-octyl carbonothioate                                                                                                                                                                                                   "
128834,55512339,"ST 9551                                                                                                                                                                                                                                                      "
128834,55512339,"Carbonothioic acid, O-(6-chloro-3-phenyl-4-pyridizinyl) S-octyl ester                                                                                                                                                                                        "
128834,55512339,"Pyridate                                                                                                                                                                                                                                                     "
128834,55512339,"Octyl-O-(6-chloro-3-phenylpyridazin-4-yl)carbothioate                                                                                                                                                                                                        "
128834,55512339,"Carbonothioic acid, O-(6-chloro-3-phenyl-4-pyridizinyl) S-octyl ester                                                                                                                                                                                        "
128834,55512339,"Pyridate                                                                                                                                                                                                                                                     "
128834,55512339,"Pyridate                                                                                                                                                                                                                                                     "
128835,85509199,"1-((bis(4-Fluorophenyl)methylsilyl)methyl)-1H-1,2,4-triazole                                                                                                                                                                                                 "
128835,85509199,"Punch                                                                                                                                                                                                                                                        "
128835,85509199,"Nustar                                                                                                                                                                                                                                                       "
128835,85509199,"DPX-H6573                                                                                                                                                                                                                                                    "
128835,85509199,"Olymp                                                                                                                                                                                                                                                        "
128835,85509199,"Flusilazole                                                                                                                                                                                                                                                  "
128835,85509199,"INH-6473                                                                                                                                                                                                                                                     "
128835,85509199,"Bis(4-fluorophenyl)methyl((1H-1,2,4-triazol-1-yl)methyl)silane                                                                                                                                                                                               "
128837,87818313,"7-Oxabicyclo(2.2.1)heptane, 1-methyl-4-(1-methylethyl)-2-((2-methylphenyl)methoxy)-, exo-                                                                                                                                                                    "
128837,87818313,"Cinch                                                                                                                                                                                                                                                        "
128837,87818313,"exo-1-Methyl-4-(1-methylethyl)-2-((2-methylphenyl)methoxy)-7-oxabicyclo(2.2.1)heptane                                                                                                                                                                        "
128837,87818313,"Cinmethylin                                                                                                                                                                                                                                                  "
128837,87813318,"7-Oxabicyclo(2.2.1)heptane, 1-methyl-4-(1-methylethyl)-2-((2-methylphenyl)methoxy)-, exo-                                                                                                                                                                    "
128837,87813318,"Cinch                                                                                                                                                                                                                                                        "
128837,87813318,"exo-1-Methyl-4-(1-methylethyl)-2-((2-methylphenyl)methoxy)-7-oxabicyclo(2.2.1)heptane                                                                                                                                                                        "
128837,87813318,"Cinmethylin                                                                                                                                                                                                                                                  "
128838,78706,"Linalool                                                                                                                                                                                                                                                     "
128838,78706,"3,7-Dimethyl-1,6-octadien-3-ol                                                                                                                                                                                                                               "
128838,78706,"Linalyl alcohol                                                                                                                                                                                                                                              "
128838,78706,"dl-Linalool                                                                                                                                                                                                                                                  "
128838,78706,"Linalool FCC synthetic                                                                                                                                                                                                                                       "
128839,518478,"3',6'-Dihydroxyspiro(isobenzofuran-1(3H),9'-(9H)xanthen)-3-one disodium salt                                                                                                                                                                                 "
128839,518478,"Spiro(isobenzofuran-1(3H),9'-(9H)xanthen)-3-one, 3',6'-dihydroxy-, disodium salt                                                                                                                                                                             "
128839,518478,"9-(o-Carboxyphenyl)-6-hydroxy-3H-xanthen-3-one, disodium salt                                                                                                                                                                                                "
128839,518478,"Uranine                                                                                                                                                                                                                                                      "
128839,518478,"D and C Yellow No. 8                                                                                                                                                                                                                                         "
128839,518478,"Fluorescein, disodium salt                                                                                                                                                                                                                                   "
128840,81335479,"3-Quinolinecarboxylic acid, 2-(4,5-dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-, monoammonium salt                                                                                                                                            "
128840,81335479,"Ammonium salt of imazaquin                                                                                                                                                                                                                                   "
128840,81335479,"3-Quinolinecarboxylic acid, 2-(4,5-dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-, monoammonium salt                                                                                                                                            "
128840,81335479,"Scepter 1.5 herbicide                                                                                                                                                                                                                                        "
128840,81335479,"IMAGE herbicide consumer concentrate                                                                                                                                                                                                                         "
128840,81335479,"Imazaquin, monoammonium salt                                                                                                                                                                                                                                 "
128841,69969626,"Benzoic acid, 2-(4,5-dihydro-5-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-5-methyl-, methyl ester                                                                                                                                                      "
128841,69969626,"Methyl 6-(4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)-m-toluate                                                                                                                                                                                            "
128841,69969626,"m-Toluic acid, 6-(4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)-, methyl ester                                                                                                                                                                               "
128841,69969626,"Assert, component of    (with 128843)                                                                                                                                                                                                                        "
