"pccode","casnum","pcname"
6401,68038711,"Bactimos 932                                                                                                                                                                                                                                                 "
6401,68038711,"Agritol                                                                                                                                                                                                                                                      "
6401,68038711,"Biotrol BTB                                                                                                                                                                                                                                                  "
6401,68038711,"Larvatrol                                                                                                                                                                                                                                                    "
6401,68038711,"Bactimos                                                                                                                                                                                                                                                     "
6402,68038711,"Bactur                                                                                                                                                                                                                                                       "
6402,68038711,"Cutlass                                                                                                                                                                                                                                                      "
6402,68038711,"Javelin                                                                                                                                                                                                                                                      "
6402,68038711,"Thuricide                                                                                                                                                                                                                                                    "
6402,68038711,"Dipel 10G                                                                                                                                                                                                                                                    "
6402,68038711,"Bactospeine                                                                                                                                                                                                                                                  "
6402,68038711,"Dipel                                                                                                                                                                                                                                                        "
6402,68038711,"Dipel WP                                                                                                                                                                                                                                                     "
6402,68038711,"Sok-BT                                                                                                                                                                                                                                                       "
6402,68038711,"ABG-6389                                                                                                                                                                                                                                                     "
6402,68038711,"Bactur                                                                                                                                                                                                                                                       "
6402,68038711,"Bacillus thuringiensis subsp. kurstaki                                                                                                                                                                                                                       "
6402,68038711,"Sok-BT                                                                                                                                                                                                                                                       "
6402,68038711,"Biobit                                                                                                                                                                                                                                                       "
6402,68038711,"Biobit                                                                                                                                                                                                                                                       "
6403,68038711,"Bacillus thuringiensis subsp. aizawai                                                                                                                                                                                                                        "
6403,68038711,"Certan   (cancelled)                                                                                                                                                                                                                                         "
6403,68038711,"Xentari                                                                                                                                                                                                                                                      "
6404,23526025,"2-O-(4'-o-5-Deoxyadenosine-5''-yl-beta-D-glucopuranosyl)-4-O-phospho-D-allaric acid                                                                                                                                                                          "
6404,23526025,"Thuringiensin                                                                                                                                                                                                                                                "
6404,23526025,"Dibeta                                                                                                                                                                                                                                                       "
6404,23526025,"D-Allaric acid, 2-O-alpha-D-glucopyranosyl-4-(dihydrogen phosphate), 4',5'-anhydride with adenosine                                                                                                                                                          "
6404,23526025,"Thuringiensin A                                                                                                                                                                                                                                              "
6404,23526025,"Thurintox                                                                                                                                                                                                                                                    "
6404,23526025,"Beta-Exotoxin of Bacillus thuringiensis                                                                                                                                                                                                                      "
6404,23526025,"ABG-6146                                                                                                                                                                                                                                                     "
6405,68038711,"Bacillus thuringiensis subsp. tenebrionis                                                                                                                                                                                                                    "
6411,68602937,"Frostban C                                                                                                                                                                                                                                                   "
6411,68602937,"Frostban A, component of                                                                                                                                                                                                                                     "
6411,68602937,"Pseudomonas Syringae 742RS                                                                                                                                                                                                                                   "
6421,67892357,"Mycotal                                                                                                                                                                                                                                                      "
6421,67892357,"Verticillium lecanii                                                                                                                                                                                                                                         "
6421,67892357,"Vertalec                                                                                                                                                                                                                                                     "
6441,68583324,"Pseudomonas syringae                                                                                                                                                                                                                                         "
6441,68583324,"Pseudomonas syringae, strain ESC 10                                                                                                                                                                                                                          "
6477,151438549,"Harpin protein                                                                                                                                                                                                                                               "
6501,68477316,"Aromatic petroleum derivative solvent                                                                                                                                                                                                                        "
6501,68477316,"Distillates petroleum, catalytic reformer fractionator residue, low-boiling                                                                                                                                                                                  "
6501,68477316,"Aromatic petroleum solvent                                                                                                                                                                                                                                   "
6522,68038711,"Bacillus thuringiensis Subsp. Kurstaki, Strain ABTS-351                                                                                                                                                                                                      "
6523,68038711,"Bacillus thuringiensis, subsp. strain ABTS 1857                                                                                                                                                                                                              "
6524,68038711,"Bacillus thuringiensis subspecies tenebrionis, strain NB-176                                                                                                                                                                                                 "
6601,68602802,"Chevron 100                                                                                                                                                                                                                                                  "
6601,68602802,"Espesol 3A                                                                                                                                                                                                                                                   "
6601,68602802,"Petroleum derived aromatic hydrocarbons                                                                                                                                                                                                                      "
6601,68602802,"Aromatic petroleum distillate, oil, solvent or hydrocarbons                                                                                                                                                                                                  "
6601,68602802,"Distillates petroleum, C12-30-aromatic                                                                                                                                                                                                                       "
6602,64742945,"Heavy aromatics bottoms                                                                                                                                                                                                                                      "
6602,64742945,"Heavy aromatic naphtha                                                                                                                                                                                                                                       "
6642,68038711,"Bacillus thuringiensis subsp. israelensis, Strain SUM-6218                                                                                                                                                                                                   "
6699,68038711,"Bacillus thuringiensis subsp. kurstaki strain VBTS 2546                                                                                                                                                                                                      "
6801,7778394,"o-Arsenic acid                                                                                                                                                                                                                                               "
6801,7778394,"Hi-Yield Desiccant H-10                                                                                                                                                                                                                                      "
6801,7778394,"Crab Grass Killer                                                                                                                                                                                                                                            "
6801,7778394,"Orthoarsenic acid                                                                                                                                                                                                                                            "
6801,7778394,"Zotox                                                                                                                                                                                                                                                        "
6801,7778394,"Arsenic acid                                                                                                                                                                                                                                                 "
6801,7778394,"Desiccant L-10                                                                                                                                                                                                                                               "
6802,1303282,"Arsenic anhydride                                                                                                                                                                                                                                            "
6802,1303282,"Arsenic pentoxide                                                                                                                                                                                                                                            "
6802,1303282,"Arsenic oxide  (As2O5)                                                                                                                                                                                                                                       "
6802,1303282,"Diarsenic pentoxide                                                                                                                                                                                                                                          "
6802,1303282,"Arsenic acid anhydride                                                                                                                                                                                                                                       "
6802,1303282,"Arsenic (V) oxide                                                                                                                                                                                                                                            "
6802,1303282,"Arsenic oxide  (As2O5)                                                                                                                                                                                                                                       "
6802,1303282,"Arsenic oxide  (As2O5)                                                                                                                                                                                                                                       "
6901,1303339,"Arsenic trisulfide                                                                                                                                                                                                                                           "
6901,1303339,"Arsenic yellow                                                                                                                                                                                                                                               "
6901,1303339,"Arsenic sulfide                                                                                                                                                                                                                                              "
6901,1303339,"Arsenic disulfide                                                                                                                                                                                                                                            "
6901,1303339,"Diarsenic pentasulfide                                                                                                                                                                                                                                       "
6901,1303339,"Diarsenic tetrasulfide                                                                                                                                                                                                                                       "
6901,1303339,"Arsenic yellow                                                                                                                                                                                                                                               "
6901,1303339,"Thioxoarsino                                                                                                                                                                                                                                                 "
6901,1303339,"Diarsenic trisulfide                                                                                                                                                                                                                                         "
6901,1303339,"Arsenic sesquisulfide                                                                                                                                                                                                                                        "
6901,1303339,"Arsenone S                                                                                                                                                                                                                                                   "
6901,1303340,"Arsenic trisulfide                                                                                                                                                                                                                                           "
6901,1303340,"Arsenic yellow                                                                                                                                                                                                                                               "
6901,1303340,"Arsenic sulfide                                                                                                                                                                                                                                              "
6901,1303340,"Arsenic disulfide                                                                                                                                                                                                                                            "
6901,1303340,"Diarsenic pentasulfide                                                                                                                                                                                                                                       "
6901,1303340,"Diarsenic tetrasulfide                                                                                                                                                                                                                                       "
6901,1303340,"Arsenic yellow                                                                                                                                                                                                                                               "
6901,1303340,"Thioxoarsino                                                                                                                                                                                                                                                 "
6901,1303340,"Diarsenic trisulfide                                                                                                                                                                                                                                         "
6901,1303340,"Arsenic sesquisulfide                                                                                                                                                                                                                                        "
6901,1303340,"Arsenone S                                                                                                                                                                                                                                                   "
6901,12612214,"Arsenic trisulfide                                                                                                                                                                                                                                           "
6901,12612214,"Arsenic yellow                                                                                                                                                                                                                                               "
6901,12612214,"Arsenic sulfide                                                                                                                                                                                                                                              "
6901,12612214,"Arsenic disulfide                                                                                                                                                                                                                                            "
6901,12612214,"Diarsenic pentasulfide                                                                                                                                                                                                                                       "
6901,12612214,"Diarsenic tetrasulfide                                                                                                                                                                                                                                       "
6901,12612214,"Arsenic yellow                                                                                                                                                                                                                                               "
6901,12612214,"Thioxoarsino                                                                                                                                                                                                                                                 "
6901,12612214,"Diarsenic trisulfide                                                                                                                                                                                                                                         "
6901,12612214,"Arsenic sesquisulfide                                                                                                                                                                                                                                        "
6901,12612214,"Arsenone S                                                                                                                                                                                                                                                   "
6901,56320220,"Arsenic trisulfide                                                                                                                                                                                                                                           "
6901,56320220,"Arsenic yellow                                                                                                                                                                                                                                               "
6901,56320220,"Arsenic sulfide                                                                                                                                                                                                                                              "
6901,56320220,"Arsenic disulfide                                                                                                                                                                                                                                            "
6901,56320220,"Diarsenic pentasulfide                                                                                                                                                                                                                                       "
6901,56320220,"Diarsenic tetrasulfide                                                                                                                                                                                                                                       "
6901,56320220,"Arsenic yellow                                                                                                                                                                                                                                               "
6901,56320220,"Thioxoarsino                                                                                                                                                                                                                                                 "
6901,56320220,"Diarsenic trisulfide                                                                                                                                                                                                                                         "
6901,56320220,"Arsenic sesquisulfide                                                                                                                                                                                                                                        "
6901,56320220,"Arsenone S                                                                                                                                                                                                                                                   "
6901,12044790,"Arsenic trisulfide                                                                                                                                                                                                                                           "
6901,12044790,"Arsenic yellow                                                                                                                                                                                                                                               "
6901,12044790,"Arsenic sulfide                                                                                                                                                                                                                                              "
6901,12044790,"Arsenic disulfide                                                                                                                                                                                                                                            "
6901,12044790,"Diarsenic pentasulfide                                                                                                                                                                                                                                       "
6901,12044790,"Diarsenic tetrasulfide                                                                                                                                                                                                                                       "
6901,12044790,"Arsenic yellow                                                                                                                                                                                                                                               "
6901,12044790,"Thioxoarsino                                                                                                                                                                                                                                                 "
6901,12044790,"Diarsenic trisulfide                                                                                                                                                                                                                                         "
6901,12044790,"Arsenic sesquisulfide                                                                                                                                                                                                                                        "
6901,12044790,"Arsenone S                                                                                                                                                                                                                                                   "
6901,12344682,"Arsenic trisulfide                                                                                                                                                                                                                                           "
6901,12344682,"Arsenic yellow                                                                                                                                                                                                                                               "
6901,12344682,"Arsenic sulfide                                                                                                                                                                                                                                              "
6901,12344682,"Arsenic disulfide                                                                                                                                                                                                                                            "
6901,12344682,"Diarsenic pentasulfide                                                                                                                                                                                                                                       "
6901,12344682,"Diarsenic tetrasulfide                                                                                                                                                                                                                                       "
6901,12344682,"Arsenic yellow                                                                                                                                                                                                                                               "
6901,12344682,"Thioxoarsino                                                                                                                                                                                                                                                 "
6901,12344682,"Diarsenic trisulfide                                                                                                                                                                                                                                         "
6901,12344682,"Arsenic sesquisulfide                                                                                                                                                                                                                                        "
6901,12344682,"Arsenone S                                                                                                                                                                                                                                                   "
6902,1313822,"Sodium sulfide  (NaHS)                                                                                                                                                                                                                                       "
6902,1313822,"Disodium polysulfide                                                                                                                                                                                                                                         "
6902,1313822,"Sodium sulfide  (Na2(Sx))                                                                                                                                                                                                                                    "
6902,1313822,"Sodium sulfide  (Na2S)                                                                                                                                                                                                                                       "
6902,1313822,"Sulfide of sodium                                                                                                                                                                                                                                            "
6902,1313822,"Sodium polysulfide                                                                                                                                                                                                                                           "
6902,16721805,"Sodium sulfide  (NaHS)                                                                                                                                                                                                                                       "
6902,16721805,"Disodium polysulfide                                                                                                                                                                                                                                         "
6902,16721805,"Sodium sulfide  (Na2(Sx))                                                                                                                                                                                                                                    "
6902,16721805,"Sodium sulfide  (Na2S)                                                                                                                                                                                                                                       "
6902,16721805,"Sulfide of sodium                                                                                                                                                                                                                                            "
6902,16721805,"Sodium polysulfide                                                                                                                                                                                                                                           "
6902,1344087,"Sodium sulfide  (NaHS)                                                                                                                                                                                                                                       "
6902,1344087,"Disodium polysulfide                                                                                                                                                                                                                                         "
6902,1344087,"Sodium sulfide  (Na2(Sx))                                                                                                                                                                                                                                    "
6902,1344087,"Sodium sulfide  (Na2S)                                                                                                                                                                                                                                       "
6902,1344087,"Sulfide of sodium                                                                                                                                                                                                                                            "
6902,1344087,"Sodium polysulfide                                                                                                                                                                                                                                           "
7001,1327533,"Arsenic trioxide                                                                                                                                                                                                                                             "
7001,1327533,"White arsenic                                                                                                                                                                                                                                                "
7001,1327533,"Arsenic trioxide, solid                                                                                                                                                                                                                                      "
7001,1327533,"Arsenic oxide  (As2O3)                                                                                                                                                                                                                                       "
7001,1327533,"Arsenous oxide                                                                                                                                                                                                                                               "
7001,1327533,"Diarsonic trioxide                                                                                                                                                                                                                                           "
7001,1327533,"Arsenic (III) oxide                                                                                                                                                                                                                                          "
7001,1327533,"Arsenous acid anhydride                                                                                                                                                                                                                                      "
7001,1327533,"Arsenic oxide  (As2O3)                                                                                                                                                                                                                                       "
7001,1327533,"Arsenicum Album                                                                                                                                                                                                                                              "
7001,1327533,"Arsenous anhydride                                                                                                                                                                                                                                           "
7001,1327533,"Arsenic oxide  (As2O3)                                                                                                                                                                                                                                       "
