,COMID,StateCode,Pwsid,SystemName,SourceName,SWSourceTy,Region
51,3024978,30,MT0000241,HELENA WATER SYSTEM,Cannon Ferry Lake Reservoir,3.0,10
52,3024978,30,MT0000241,HELENA WATER SYSTEM,CANYON FERRY RESERVOIR,3.0,10
53,12494743,30,MT0000298,NEIHART  TOWN OF,SHORTY CREEK,1.0,10
54,12494455,30,MT0000298,NEIHART  TOWN OF,O'BRIEN CREEK Reservoir,3.0,10
55,12769529,30,083090011,CROW AGENCY WATER SYSTEM,LITTLE BIG HORN,1.0,10
56,4343596,30,MT0000270,LAUREL MUNICIPAL WATER SYSTEM,YELLOWSTONE RIVER,1.0,10
57,12778137,30,MT0000235,HARDIN  CITY OF,BIG HORN RIVER,1.0,10
58,4343016,30,MT0000153,BILLINGS  CITY OF,YELLOWSTONE RIVER,1.0,10
59,4342992,30,MT0000156,LOCKWOOD WATER AND SEWER DISTRICT,YELLOWSTONE RIVER,1.0,10
60,13260207,30,MT0000215,FORSYTH  CITY OF,YELLOWSTONE RIVER,1.0,10
61,13261523,30,MT0000291,MILES CITY  CITY OF,YELLOWSTONE RIVER,1.0,10
62,12605829,30,MT0000290,MELSTONE  TOWN OF,MUSSELSHELL River,1.0,10
63,12443813,30,MT0000525,GREAT FALLS  CITY OF,MISSOURI RIVER,1.0,10
64,12396270,30,MT0000311,POWER TETON COUNTY WATER DIST,MUDDY CREEK,1.0,10
65,12646301,30,MT0002669,LOMA COUNTY WATER DISTRICT,MARIAS RIVER,1.0,10
66,12744933,30,MT0000164,BRADY COUNTY WATER AND SEWER DISTRICT,BYNUM Reservoir,3.0,10
67,12644033,30,MT0000173,CHESTER  TOWN OF,TIBER RESERVOIR 1,3.0,10
68,12643969,30,MT0000400,TIBER COUNTY WATER DISTRICT,TIBER RESERVOIR 3,3.0,10
69,12643943,30,MT0000200,DEVON WATER INC,TIBER RESERVOIR 2,3.0,10
70,12537272,30,MT0002887,EAST GLACIER CO WATER AND SEWER DIST,MIDVALE CREEK,1.0,10
71,12323071,30,MT0000524,HAVRE  CITY OF,MILK RIVER,1.0,10
72,12341482,30,MT0000249,HILL COUNTY WATER DISTRICTS,FRESNO LAKE Reservoir,3.0,10
73,12657023,30,MT0000193,CUT BANK  CITY OF,CUT BANK CREEK,1.0,10
74,12342322,30,MT0002988,NORTH HAVRE COUNTY WATER DIST,FRESNO RESERVOIR 2,3.0,10
75,12342322,30,MT0002988,NORTH HAVRE COUNTY WATER DIST,FRESNO LAKE Reservoir,3.0,10
76,12656991,30,MT0002974,SEVILLE COLONY,CUT BANK CREEK,1.0,10
77,12356131,30,MT0000416,MONTANA AVIATION RESEARCH CO,FORT PECK LAKE 2,3.0,10
78,940040008,30,MT0000218,FORT PECK  TOWN OF,FORT PECK LAKE,3.0,10
79,12462094,30,MT0000415,GLASGOW  CITY OF,MISSOURI RIVER,3.0,10
80,12327013,30,083090041,FORT BELKNAP AGENCY WATER SYS.,MILK RIVER,1.0,10
81,12324499,30,MT0000239,HARLEM  CITY OF,MILK RIVER,1.0,10
82,12323017,30,MT0000174,CHINOOK  CITY OF,MILK RIVER,1.0,10
83,14492670,46,SD4600215,MOBRIDGE,MISSOURI RIVER,1.0,10
84,14492650,46,084690510,WAKPALA WATER SYSTEM,LAKE OAHE,3.0,10
85,14485844,38,083890007,FORT YATES WATER SYSTEM,LAKE OAHE,3.0,10
86,14523623,38,ND0800080,BISMARCK CITY OF,MISSOURI RIVER,1.0,10
87,14523611,38,ND3000596,MANDAN CITY OF,MISSOURI RIVER,1.0,10
88,21876099,30,MT0000229,GLENDIVE  CITY OF,YELLOWSTONE RIVER,1.0,10
89,14519631,38,ND2800989,WASHBURN CITY OF,MISSOURI RIVER,1.0,10
90,21543580,38,ND4501434,SOUTHWEST WATER AUTHORITY,SOUTHWEST PIPELINE,3.0,10
91,14519773,38,ND2800825,RIVERDALE CITY OF,LAKE SAKAKAWEA,3.0,10
92,21542708,38,ND2900789,PICK CITY CITY OF,LAKE SAKAKAWEA,3.0,10
93,21542614,38,083890002,WHITE SHIELD WATER TREATMENT PLANT,LAKE SAKAKAWEA (MISSOURI RIVER),3.0,10
94,21540644,38,083890003,TWIN BUTTES WATER PLANT,LAKE SAKAKAWEA,3.0,10
95,21542578,38,ND2800389,GARRISON CITY OF,LAKE SAKAKAWEA,3.0,10
96,21540254,38,083890001,MANDAREE WATER PLANT,LAKE SAKAKAWEA,3.0,10
97,21540172,38,ND3100775,PARSHALL CITY OF,LAKE SAKAKAWEA,3.0,10
98,21540116,38,083890015,FOUR BEARS WATER TREATMENT PLANT,LAKE SAKAKAWEA,3.0,10
99,940110233,38,ND5301012,WILLISTON CITY OF,LAKE SAKAKAWEA,3.0,10
100,3012079,30,MT0000192,CULBERTSON  TOWN OF,MISSOURI RIVER,1.0,10
0,13662937,48,TX2520003,OLNEY CITY OF,LAKE COOPER,3.0,11
1,13661355,48,TX0050013,WINDTHORST WATER SUPPLY CORP,WINDTHORST LAKE,3.0,11
2,13661453,48,TX0050001,ARCHER CITY,CARVER LAKE,3.0,11
3,13661305,48,TX0050001,ARCHER CITY,LAKE KICKAPOO,3.0,11
4,13661305,48,TX2520003,OLNEY CITY OF,LAKE KICKAPOO,3.0,11
5,13661305,48,TX2430001,WICHITA FALLS CITY OF,LAKE KICKAPOO,3.0,11
6,13661305,48,TX2430006,WICHITA VALLEY WATER SUPPLY CORP,LAKE KICKAPOO,3.0,11
7,13661301,48,TX0050013,WINDTHORST WATER SUPPLY CORP,LAKE ARROWHEAD (Horseshoe Bend area),3.0,11
8,13730005,48,TX2430002,ELECTRA CITY OF,LAKE ELECTRA,3.0,11
9,573170,40,OK1011401,FREDERICK,FREDRICK LAKE,3.0,11
10,13943838,48,TX0230004,MACKENZIE MUNICIPAL WATER AUTH,LAKE MACKENZIE,3.0,11
11,673292,40,OK1011303,LAWTON,LAWTONKA LAKE,3.0,11
12,562485,40,OK1011501,ALTUS,TOM STEED Reservoir,3.0,11
13,562485,40,OK1011503,SNYDER,TOM STEED REServoir,3.0,11
14,558069,40,OK1011502,HOBART,HUNTER PARK LAKE,3.0,11
15,557575,40,OK1011502,HOBART,HOBART LAKE,3.0,11
16,683617,40,OK1010806,ANADARKO-RANDLETTE PARK,FORT COBB Reservoir,3.0,11
17,683617,40,OK1010821,CHICKASHA,FORT COBB RESERVOIR,3.0,11
18,1018065,48,TX1020002,MARSHALL CITY OF,BIG CYPRESS BAY,1.0,11
19,1011766,48,TX0920004,LONGVIEW CITY OF,LAKE O' THE PINES,3.0,11
20,1010628,48,TX0800016,CYPRESS SPRINGS WSC SOUTH PLANT,LAKE CYPRESS SPRINGS RESERVOIR,3.0,11
21,1010628,48,TX2500004,WINNSBORO CITY OF,LAKE CYPRESS SPRINGS RESERVOIR,3.0,11
22,1010628,48,TX0800001,MOUNT VERNON CITY OF,LAKE CYPRESS SPRINGS RESERVOIR,3.0,11
23,1010610,48,TX2250001,MOUNT PLEASANT CITY OF,Lake Bob Sandlin,3.0,11
24,19918032,22,LA1069007,NATCHITOCHES W. SYSTEM,SIBLEY LAKE,2.0,11
25,19911175,22,LA1069013,SANDY POINT 480 W.S.,BLACK LAKE,3.0,11
26,19909951,22,LA1081012,FAIRVIEW UNION WATER SYSTEM,GRAND BAYOU RESERVOIR,3.0,11
27,1136426,22,LA1017031,SHREVEPORT WATER SYSTEM,CROSS LAKE,3.0,11
28,19944587,22,LA1015004,BOSSIER CITY WATER SYS.,RED RIVER,1.0,11
29,1016775,22,LA1017023,MOORINGSPORT WATER SYS.,CADDO LAKE,3.0,11
30,1016775,22,LA1017014,TOWN OF GREENWOOD,CADDO LAKE,3.0,11
31,1016773,22,LA1017006,BLANCHARD WATER SYSTEM,CADDO LAKE,3.0,11
32,1016769,22,LA1017010,EAST MOORINGSPORT W. S.,CADDO LAKE,3.0,11
33,1016769,22,LA1017050,EAST COVE UTILITIES W.S.,CADDO LAKE,3.0,11
34,1016769,22,LA1017050,EAST COVE UTILITIES W.S.,CADDO LAKE - EAST COVE,3.0,11
35,1018035,22,LA1017026,OIL CITY WATER SYSTEM,CADDO LAKE,3.0,11
36,1017951,22,LA1017037,VIVIAN WATER SYSTEM,CADDO LAKE,3.0,11
37,1122869,48,TX0800001,MOUNT VERNON CITY OF,MOUNT VERNON MUNICIPAL RESERVOIR,3.0,11
38,1122911,48,TX1120002,SULPHUR SPRINGS CITY OF,S1120002A - 1-LAKE SULPHUR SPRINGS,2.0,11
39,1010676,48,TX2250001,MOUNT PLEASANT CITY OF,Tankersley Lake,3.0,11
40,1128655,48,TX0190004,TEXARKANA WATER UTILITIES,LAKE TEXARKANA,3.0,11
41,4299861,48,TX1160005,WOLFE CITY CITY OF,WOLFE CITY RES EAST,3.0,11
42,4300921,48,TX0600001,COOPER CITY OF,BIG CREEK,1.0,11
43,1128643,48,TX0190021,RED RIVER ARMY DEPOT,ELLIOT CREEK RESERVOIR,3.0,11
44,1126483,48,TX1940002,CLARKSVILLE CITY OF,LANGFORD LAKE,3.0,11
45,8350635,48,TX0740001,BONHAM CITY OF,LAKE BONHAM RESERVOIR,3.0,11
46,8349055,48,TX1390002,PARIS CITY OF,LAKE CROOK,3.0,11
47,13660431,48,TX2430001,WICHITA FALLS CITY OF,LAKE ARROWHEAD,3.0,11
48,3134023,48,TX0490001,GAINESVILLE CITY OF,MOSS LAKE,3.0,11
49,8350535,48,TX0910003,DENISON CITY OF,RANDELL Lake,3.0,11
50,8348991,48,TX1390002,PARIS CITY OF,PAT MAYSE Lake,3.0,11
51,426416,48,TX0910006,SHERMAN CITY OF,LAKE TEXOMA,3.0,11
52,13660325,48,TX0390001,HENRIETTA CITY OF,LITTLE WICHITA River,1.0,11
53,3134369,48,TX1690002,NOCONA CITY OF,LAKE NOCONA,3.0,11
54,618700,40,OK1010203,IDABEL PUBLIC WORKS AUTHORITY,LITTLE RIVER,1.0,11
55,426120,40,OK1011104,MARSHALL CO WATER CORP,LAKE REX SMITH,3.0,11
56,431654,40,OK1010802,LAKE TEXOMA STATE PARK,LAKE TEXOMA,3.0,11
57,592836,40,OK1010314,HUGO,HUGO LAKE,3.0,11
58,13732284,48,TX0390002,PETROLIA CITY OF,PETROLIA RESERVOIR,3.0,11
59,632727,40,OK1010207,MCCURTAIN COUNTY RWD #8,Little RIVER MounTain FORK,1.0,11
60,3745924,5,AR0000520,DEQUEEN WATER WORK,COSSATOTT RIVER,1.0,11
61,423446,40,OK1011103,LAKE MURRAY STATE PARK(SOWC),LAKE MURRAY,3.0,11
62,430298,40,OK1010820,MADILL,MADILL LAKE,3.0,11
63,698846,40,OK1010604,BRYAN COUNTY RWS & SWMD #2,BLUE RIVER,1.0,11
64,698846,40,OK1010601,DURANT,BLUE RIVER,1.0,11
65,3746272,5,AR0000868,SEVIER CO WATER ASSOCIATION,LAKE DEQUEEN,3.0,11
66,3746252,5,AR0000243,DIERKS WATER WORKS,DIERKS LAKE,3.0,11
67,630359,40,OK1010214,BROKEN BOW PWA,LAKE BROKEN BOW,3.0,11
68,430588,40,OK1010848,MARSHALL COUNTY WATER CORP,LAKE OTEKA,3.0,11
69,592740,40,OK1010302,ANTLERS,KIAMICHI RIVER,1.0,11
70,592740,40,OK1010318,PUSHMATAHA CO RWD #3,KIAMICHI RIVER,1.0,11
71,3746224,5,AR0000658,GILLHAM REGIONAL WATER DIST,LAKE GILLHAM,3.0,11
72,430546,40,OK1010815,TISHOMINGO WTP,PENNINGTON CREEK Reservoir,3.0,11
73,8358547,40,OK1011101,COMANCHE PUBLIC WORKS,WAURIKA LAKE,3.0,11
74,3132525,40,OK1011102,HEALDTON,HEALDTON LAKE,3.0,11
75,8358571,40,OK1011201,WAURIKA PUBLIC WORKS AUTHORITY,WAURIKA LAKE,3.0,11
76,430426,40,OK1010816,MURRAY STATE COLLEGE,PENNINGTON CREEK,1.0,11
77,674756,40,OK1011306,TEMPLE,TEMPLE LAKE,3.0,11
78,8358571,40,OK1010809,DUNCAN,WAURIKA LAKE,3.0,11
79,8358571,40,OK1011303,LAWTON,WAURIKA LAKE,3.0,11
80,8358571,40,OK1011306,TEMPLE,WAURIKA LAKE,3.0,11
81,707038,40,OK1010412,ATOKA COUNTY RWS & SWMD #4,MCGEE CREEK REServoir,3.0,11
82,674752,40,OK1011305,WALTERS,WALTERS LAKE,3.0,11
83,708022,40,OK1020611,KIOWA,KATY LAKE,3.0,11
84,19959994,40,OK1010801,ARDMORE AIR PARK,LAKE OF THE ARBUCKLES,3.0,11
85,19959994,40,OK1010812,WYNNEWOOD WATER & LIGHT,LAKE OF THE ARBUCKLES,3.0,11
86,19959994,40,OK1010814,ARDMORE,LAKE OF THE ARBUCKLES,3.0,11
87,19959994,40,OK1010822,DAVIS,LAKE OF THE ARBUCKLES,3.0,11
88,19959994,40,OK1010824,DOUGHERTY,LAKE OF THE ARBUCKLES,3.0,11
89,19959994,40,OK1010830,SOUTHERN OKLA WATER CORP,LAKE OF THE ARBUCKLES,3.0,11
90,19959988,40,OK1010831,CHICKASAW NRA BUCKHORN,LAKE OF THE ARBUCKLES,3.0,11
91,708186,40,OK1010401,ATOKA PWS,ATOKA Reservoir,3.0,11
92,706664,40,OK1010408,MACK ALFORD CORR. CENTER,Sub-Penitentiary  LAKE,3.0,11
93,706290,40,OK1010402,COALGATE PWA,COALGATE Reservoir,3.0,11
94,19958546,40,OK1010809,DUNCAN,LAKE HUMPHRIES,3.0,11
95,19958528,40,OK1010809,DUNCAN,LAKE FUQUA,3.0,11
96,518049,40,OK1020604,PITTSBURG,PITTSBURG LAKE,3.0,11
97,705288,40,OK1010414,HUGHES CO RWD #2,FLOOD STR. #20,3.0,11
98,19957552,40,OK1010808,PAULS VALLEY,PAULS VALLEY LAKE,3.0,11
99,590836,40,OK1010304,TALIHINA,LaKe CARL ALBERT,3.0,11
100,673220,40,OK1011303,LAWTON,LAKE ELLSWORTH,3.0,11
101,517719,40,OK1020605,US ARMY AMMUNITION PLANT,BROWN LAKE,3.0,11
102,19957408,40,OK1010807,MAYSVILLE,WILEY POST Memorial Lake,3.0,11
103,6047914,40,OK1020101,HEAVENER UTILITY AUTH/PSG,POTEAU RIVER,1.0,11
104,6049762,40,OK1020103,WILBURTON,Lloyd CHURCH LAKE,3.0,11
105,517625,40,OK1020616,PITTSBURG CO WATER AUTHORITY,EUFAULA LAKE,9.0,11
106,6047648,40,OK1020104,PVIA,WISTER LAKE,3.0,11
107,6044398,5,AR0000498,WALDRON WATERWORKS,SQUARE ROCK LAKE,3.0,11
108,515433,40,OK1020606,KREBS,KREBS LAKE,2.0,11
109,6048978,40,OK1020105,RED OAK PUBLIC WORKS AUTHORITY,RED OAK PIT impoundment,3.0,11
110,6048978,40,OK1020110,LATIMER CO RWD #4,RED OAK PIT impoundment,3.0,11
111,6044178,5,AR0000513,SOUTH SEBASTIAN WATER ASSOC,JAMES FORK RESERVIOR,3.0,11
112,513695,40,OK1020625,PITTSBURG CO RWD 14,ELM CREEK,1.0,11
113,513351,40,OK1020609,MCALESTER PWA,MCALESTER LAKE,3.0,11
114,482556,40,OK1020803,HOLDENVILLE,HOLDENVILLE LAKE,3.0,11
115,511707,40,OK1020603,PITTSBURG CO PWA (CROWDER),EUFAULA LAKE,3.0,11
116,7803869,5,AR0000326,BOONEVILLE WATERWORKS,LAKE BOONVILLE,3.0,11
117,513129,40,OK1020612,PITTSBURG CO RWD # 4 (CANADIAN,EUFAULA LAKE,3.0,11
118,418451,40,OK1020510,WEWOKA WATER WORKS,WEWOKA LAKE,3.0,11
119,7755980,5,AR0000504,GREENWOOD WATERWORKS,LAKE GREENWOOD,3.0,11
120,25197601,40,OK1020106,SPIRO,SPIRO LAKE,3.0,11
121,513593,40,OK1020623,PITTSBURG CO RWD # 1 (LONGTOWN,EUFAULA LAKE,3.0,11
122,482134,40,OK1020801,NORMAN,LAKE THUNDERBIRD,3.0,11
123,482134,40,OK1020805,DEL CITY,LAKE THUNDERBIRD,3.0,11
124,482134,40,OK1020806,MIDWEST CITY,LAKE THUNDERBIRD,3.0,11
125,511199,40,OK1020303,STIGLER,STIGLER LAKE,3.0,11
126,513565,40,OK1020301,HASKELL COUNTY WATER COMPANY,EUFAULA LAKE,3.0,11
127,418009,40,OK1020511,DUSTIN,DUSTIN CITY LAKE,3.0,11
128,418403,40,OK1020508,WETUMKA,WETUMKA LAKE,3.0,11
129,19933177,5,AR0000109,MAGNOLIA WATERWORKS,LAKE COLOMBIA,3.0,11
130,3747896,5,AR0000230,HOPE WATER LIGHT COMM,LITTLE RIVER,1.0,11
131,3747820,48,TX0190004,TEXARKANA WATER UTILITIES,MILLWOOD RESERVoir,3.0,11
132,3750422,5,AR0000360,TEXARKANA WATER UTILITIES,LAKE MILLWOOD,3.0,11
133,3750422,5,AR0000787,LITTLE RIVER CO RDA,LAKE MILLWOOD,3.0,11
134,3747756,5,AR0000244,NASHVILLE WATERWORKS,LAKE NICHOLS,3.0,11
135,22848285,5,AR0000465,LITTLE ROCK MUN WATER WORKS,Jackson Reservoir,3.0,11
136,22848039,5,AR0000465,LITTLE ROCK MUN WATER WORKS,Maumelle Reservoir,3.0,11
137,6047630,5,AR0000498,WALDRON WATERWORKS,LAKE WALDRON,3.0,11
138,7830246,5,AR0000605,PLAINVIEW WATER DEPARTMENT,LAKE NIMROD,3.0,11
139,7825986,5,AR0000413,PERRYVILLE WATERWORKS,CEDAR CREEK IMPONDMENT,3.0,11
140,7802817,5,AR0000604,OLA WATERWORKS,LAKE OLA DALE,3.0,11
141,7803469,5,AR0000603,DANVILLE WATERWORKS,PETIT JEAN RIVER,1.0,11
142,7803335,5,AR0000336,ARK HUMAN DEVELOPMENT CENTER,UPPER LAKE,3.0,11
143,7803303,5,AR0000336,ARK HUMAN DEVELOPMENT CENTER,LOWER LAKE,3.0,11
144,7803199,5,AR0000603,DANVILLE WATERWORKS,CEDAR - PINEY LAKE,3.0,11
145,7818688,5,AR0000189,CONWAY WATER SYSTEM,CALDRON CREEK,1.0,11
146,7817904,5,AR0000189,CONWAY WATER SYSTEM,LAKE BREWER,3.0,11
147,7817904,5,AR0000119,CONWAY CO REGIONAL WATER DIST,Cypress Lake (Lake Brewer),3.0,11
148,7790188,5,AR0000441,ATKINS WATER SYSTEM,GALLA CREEK LAKE,3.0,11
149,7772299,5,AR0000200,CHARLESTON WATERWORKS,LAKE DARBY,3.0,11
150,7771835,5,AR0000328,PARIS WATERWORKS,PARIS CITY LAKE,3.0,11
151,11782569,5,AR0000590,SEARCY WATERWORKS,LITTLE RED RIVER,1.0,11
152,7756264,5,AR0000200,CHARLESTON WATERWORKS,LAKE CHARLESTON,3.0,11
153,20052843,35,NM3573725,BIG MESA WATER CO-OP,CONCHAS LAKE,3.0,11
154,20059898,35,NM3526504,MIAMI WATER USERS ASSOCIATION,MIAMI LAKE,3.0,11
155,20060188,35,NM3530504,PHILMONT BOY SCOUT RANCH - MAIN CAMPUS,PHILMONT RESERVOIR,3.0,11
156,20059232,35,NM3526204,CIMARRON WATER SYSTEM,CIMARRONCITO RESERVOIR,3.0,11
157,20058892,35,NM3526704,RATON DOMESTIC WATER SYSTEM,CIMARRON CREEK,3.0,11
158,20066183,35,NM3526704,RATON DOMESTIC WATER SYSTEM,LAKE MALOYA,3.0,11
159,1426480,8,CO0128100,CUCHARA W&SD,CUCHARA River,1.0,11
160,1426472,8,CO0128100,CUCHARA W&SD,BAKER CREEK,1.0,11
161,681311,40,OK1010828,CLINTON,CLINTON LAKE,3.0,11
162,3142766,40,OK1010828,CLINTON,FOSS RESERVOIR,3.0,11
163,3142766,40,OK1011502,HOBART,FOSS RESERVOIR,3.0,11
164,3142766,40,OK1010829,FOSS RESERVOIR MCD,FOSS RESERVOIR,3.0,11
165,3142916,40,OK1010803,CHEYENNE,reservoir,3.0,11
166,19981046,48,TX0900003,PAMPA MUNICIPAL WATER SYSTEM,LAKE MEREDITH,3.0,11
167,19981046,48,TX0950004,PLAINVIEW MUNICIPAL WATER SYSTEM,LAKE MEREDITH,3.0,11
168,19981046,48,TX1170001,BORGER MUNICIPAL WATER SYSTEM,LAKE MEREDITH,3.0,11
169,19981046,48,TX1520002,LUBBOCK PUBLIC WATER SYSTEM,LAKE MEREDITH,3.0,11
170,19981046,48,TX1880001,AMARILLO MUNICIPAL WATER SYSTEM,LAKE MEREDITH,3.0,11
171,1426430,8,CO0128500,"LA VETA, TOWN OF",CUCHARA RIVER,1.0,11
172,954535,8,CO0151700,"RYE, TOWN OF",GREENHORN CREEK,1.0,11
173,954721,8,CO0151200,COLORADO CITY MD,GREENHORN CREEK/LAKE BECKWITH,3.0,11
174,949499,8,CO0151100,BEULAH WATER WORKS DIST,MIDDLE CREEK,1.0,11
175,949917,8,CO0122500,"FLORENCE, CITY OF",ADOBE CREEK,1.0,11
176,949913,8,CO0122500,"FLORENCE, CITY OF",MINERAL CREEK,1.0,11
177,951131,8,CO0151750,ST. CHARLES MESA WD,ARKANSAS RIVER,1.0,11
178,949257,8,CO0122500,"FLORENCE, CITY OF",NEWLIN CREEK,1.0,11
179,952539,8,CO0121150,COLORADO SPRINGS UTILITY,PUEBLO RESERVOIR DAM C,3.0,11
180,952543,8,CO0121300,FOUNTAIN VALLEY AUTHORITY,PUEBLO RESERVOIR,3.0,11
181,951029,8,CO0151500,"PUEBLO, BOARD OF WATER WORKS",ARKANSAS RIVER,1.0,11
182,952539,8,CO0151650,PUEBLO WEST MD,PUEBLO RESERVOIR,3.0,11
183,952539,8,CO0151500,"PUEBLO, BOARD OF WATER WORKS",PUEBLO RESERVOIR,3.0,11
184,949955,8,CO0122500,"FLORENCE, CITY OF",ARKANSAS RiVeR,1.0,11
185,949105,8,CO0122100,"CANON CITY, CITY OF",ARKANSAS RIVER,1.0,11
186,949951,8,CO0122700,PENROSE WD,BRUSH HOLLOW RESERVOIR,3.0,11
187,1530257,8,CO0121700,RED ROCK VALLEY WD,LITTLE FouNTainN ReSerVoiR,3.0,11
188,1530257,8,CO0121825,SUNVIEW MHP,SOUTH FOUNTAIN RESERVOIR,3.0,11
189,1530177,8,CO0121725,ROCK CREEK MESA WD,UPPER RESERVOIR ROCK CREEK CANYON,3.0,11
190,1530111,8,CO0121725,ROCK CREEK MESA WD,ROCK CREEK CANYON RESERVOIR,3.0,11
191,948905,8,CO0121150,COLORADO SPRINGS UTILITY,ROSEMONT RESERVOIR,3.0,11
192,947289,8,CO0160100,"CRIPPLE CREEK, CITY OF",BEAVER CREEK RESERVOIR 1 UPPER,3.0,11
193,1529797,8,CO0121150,COLORADO SPRINGS UTILITY,NORTH and SOUTH CHEYENNE CREEK,1.0,11
194,948051,8,CO0160700,"VICTOR, CITY OF",BOEHMER CREEK,3.0,11
195,1531339,8,CO0121150,COLORADO SPRINGS UTILITY,BIG TOOTH DAM RESERVOIR,3.0,11
196,917693,8,CO0108300,"BUENA VISTA, TOWN OF",COTTONWOOD CREEK,1.0,11
197,1529693,8,CO0121150,COLORADO SPRINGS UTILITY,N & S SLOPE RESERVOIR,3.0,11
198,1529697,8,CO0121150,COLORADO SPRINGS UTILITY,RUXTON CREEK,3.0,11
199,946973,8,CO0160375,RAINBOW VALLEY WD,PUTNEY GULCH,1.0,11
200,1531331,8,CO0121150,COLORADO SPRINGS UTILITY,MANITOU #1,3.0,11
201,1531183,8,CO0121450,"MANITOU SPRINGS, CITY OF",Manitou Reservoir,3.0,11
202,1531183,8,CO0121150,COLORADO SPRINGS UTILITY,FRENCH CREEK,1.0,11
203,1529607,8,CO0121150,COLORADO SPRINGS UTILITY,NORTH AND SOUTH CASCADE CREEK,1.0,11
204,1529147,8,CO0121150,COLORADO SPRINGS UTILITY,CRYSTAL RESERVOIR DAM,3.0,11
205,1529139,8,CO0121150,COLORADO SPRINGS UTILITY,SOUTH CATAMOUNT RESERVOIR DAM,3.0,11
206,1529141,8,CO0121150,COLORADO SPRINGS UTILITY,NORTH CATAMOUNT RESERVOIR DAM,3.0,11
207,1531145,8,CO0121150,COLORADO SPRINGS UTILITY,WEST MONUMENT CREEK,3.0,11
208,1531265,8,CO0121150,COLORADO SPRINGS UTILITY,NORTHFIELD RESERVOIR,3.0,11
209,1529449,8,CO0121150,COLORADO SPRINGS UTILITY,RAMPART RESERVOIR,3.0,11
210,1529449,8,CO0121150,COLORADO SPRINGS UTILITY,RAMPART RESERVOIR,3.0,11
211,1528167,8,CO0121250,FOREST VIEW ACRES WD,LIMBACH CREEK,1.0,11
212,1528161,8,CO0121575,"PALMER LAKE, TOWN OF",Palmer Lake RESERVOIRS,3.0,11
213,916799,8,CO0133700,PARKVILLE WD    (LEADVILLE),EVANS RESERVOIR,3.0,11
214,417199,40,OK1020535,MCINTOSH CO RWS & SWMD #2 (ONAPA),EUFAULA LAKE,3.0,11
215,418011,40,OK1020506,TECUMSEH UTILITY AUTHORITY,TECUMSEH LAKE,3.0,11
216,416889,40,OK1020514,EUFAULA PWA,EUFAULA LAKE,3.0,11
217,523937,40,OK1020529,MCINTOSH CO RWD # 8 (TEXANNA),EUFAULA LAKE,3.0,11
218,415483,40,OK1020504,SHAWNEE,SHAWNEE RESERVOIR,3.0,11
219,513495,40,OK1020302,PORUM PUBLIC WORKS AUTHORITY,EUFAULA LAKE,3.0,11
220,513511,40,OK1020409,WARNER,EUFAULA LAKE,3.0,11
221,540333,40,OK1020709,HENRYETTA,HENRYETTA LAKE,3.0,11
222,1542169,40,OK1020212,ROLAND,GARRISON CREEK,1.0,11
223,1543387,40,OK1020208,MULDROW PUBLIC WORKS AUTHORITY,MULDROW CITY LAKE,3.0,11
224,540731,40,OK1020710,MUSKOGEE CO RWD # 3,EUFAULA LAKE,3.0,11
225,393420,40,OK1020502,OKLAHOMA CITY OVERHOLSER,OVERHOLSER LAKE,3.0,11
226,383668,40,OK1020411,CONNORS STATE COLLEGE,CONNORS LAKE,2.0,11
227,7755018,5,AR0000144,ALMA WATERWORKS,LAKE ALMA,3.0,11
228,539327,40,OK1020706,OKEMAH UTILITIES AUTHORITY,OKEMAH LAKE,3.0,11
229,1540059,40,OK1020206,SALLISAW,BRUSHY CREEK RESERVOIR,3.0,11
230,7753374,5,AR0000136,MULBERRY WATERWORKS,TJ HOUSE RESERVOIR,3.0,11
231,402290,40,OK1021775,SEQUOYAH CO RWD # 5,ILLINOIS RIVER,1.0,11
232,402464,40,OK1021713,EAST CENTRAL OKLA WATER AUTH,TENKILLER FERRY LAKE,3.0,11
233,402464,40,OK1021773,GORE PWA,TENKILLER FERRY LAKE,3.0,11
234,402458,40,OK1020210,SEQUOYAH COUNTY WATER ASSOC,TENKILLER FERRY LAKE,3.0,11
235,941100074,40,OK1020703,LINCOLN CO RWD #1,QUAPAW CREEK,1.0,11
236,402462,40,OK1021745,TENKILLER AQUA PARK,TENKILLER FERRY LAKE,3.0,11
237,539251,40,OK1020708,OKMULGEE,OKMULGEE LAKE,3.0,11
238,402462,40,OK1021730,FIN & FEATHER RESORT,TENKILLER FERRY LAKE,3.0,11
239,532867,40,OK1020723,EDMOND PWA,LAKE ARCADIA,3.0,11
240,402004,40,OK1021727,LRED (WOODHAVEN),TENKILLER FERRY LAKE,3.0,11
241,402430,40,OK1021756,TENKILLER UTILITY CO,TENKILLER FERRY LAKE,3.0,11
242,7753360,5,AR0000507,FORT SMITH WATERWORKS,LAKE FORT SMITH,3.0,11
243,402428,40,OK1021763,BURNT CABIN RWD,TENKILLER FERRY LAKE,3.0,11
244,401992,40,OK1021707,LRED (CHICKEN CREEK),TENKILLER FERRY LAKE,3.0,11
245,401992,40,OK1021722,DUTCHMANS CABINS,TENKILLER FERRY LAKE,3.0,11
246,532617,40,OK1020724,WELLSTON,DEEP FORK RIVER,1.0,11
